,full_text_id,segment,arg_comp,sem_type,arg_comp_correct,sem_type_correct
543,4,"because the remedial Sections 8, 9, and 10 are being denied to him by this Section",premise,logos,,
544,4,"Now, what is the significance of that selective language?
Let's take Section 9",NA,NA,,
545,4,He's barred from his rights under Section 9,premise,logos-pathos,,
546,4,That means that he can't be a protagonist in a representation proceeding brought before the Board,premise,logos,,
547,4,He can't be a voter in its elections,premise,logos,,
548,4,He can't be a respond -- a party respondent to a proceeding bought -- brought by another,premise,logos-pathos,,
549,4,He's completely divorced from a representation proceeding,premise,logos,,
550,4,It's the literal language of this before us,claim,interpretation,,
551,4,"Now, why should that be so?
Unless Congress had contemplated that organizational difficulties, representation questions, might be pending at or about the time of contract renewal",premise,logos,,
552,4,Congress knew that very well,premise,logos,,
553,4,"Congress, in enacting this situation or enacting this whole section allowing 60 days for renegotiation, was quite cognizant of the contract bar doctrine of the Board which permitted questions from being -- representation questions from being raised until pretty near the 60th day prior to the expiration of a contract",premise,logos,,
554,4,"It knew that representation proceedings would be pending during, rather, in a certain number of the cases which would fall under this section of the Act",premise,logos,,
555,4,"Therefore, we may infer that Congress had in mind denying a striker who went out on a recognition strike, a status in the type of proceeding which a recognition -- which a representation proceeding would be designed to circumvent",claim,evaluation-rational,,
556,4,"All right, that's Section 9",premise,logos-pathos,,
557,4,"Now, they bar him also from Section 8",premise,pathos,,
558,4,Section 8 is the section which defines what an unfair labor practice is,claim,evaluation-rational,,
559,4,"Under the old Wagner Act, it was unilateral in finding the employer only",premise,logos,,
560,4,"Today, it's bilateral",claim,interpretation,,
561,4,"Why does the Congress bar an employee from access to Section 8?
Unless it presupposes that he has been the victim of an unfair labor practice or that he will be the victim of an unfair labor practice",NA,NA,,
562,4,"The very relief that it denies to it is the relief that he would need when, and only when, he had been ousted from his job, demoted, or been the victim of some other discrimination where he would need the Board to lift him up again and reinstate him in his former place",premise,logos-pathos,,
563,4,"Now, of course, we also have Section 10",premise,logos-pathos,,
564,4,Section 10 is the procedural section,claim,evaluation-rational,,
565,4,"That's the section under which he goes to the Board, files a charge, the Board issues a complaint, has a hearing, makes a finding, issues, and order",premise,logos,,
566,4,"Now, there is no point to putting in a denial of relief under Section 10, unless the Board was aiming at the unfair labor practice at -- at knocking out the employee's -- the strikers' access for unfair labor practices which had been committed prior to the strike and which were pending undetermined before the man hit the breaks, as the saying goes",premise,logos-pathos,,
567,4,Section 10 appears to have been put there precisely to block the contention that the loss-of-status clause does not apply to antecedent unfair labor practices,claim,evaluation-rational,,
568,4,What Congress has done under this section -- Your -- Your Honors will further notice that the concluding words of the section restore the man's loss-of-status immediately upon reemployment,premise,logos,,
569,4,"Now, let me equate what Congress has done here to the notion that we have in other fields of law of an election of remedies",claim,evaluation-rational,,
570,4,Congress hasn't said this conduct of striking is wrong,claim,evaluation-rational,,
571,4,It merely says “we buy your remedy,premise,logos-pathos,,
572,4,"”
You have a choice",claim,evaluation-rational,,
573,4,"You may have a remedy by strike or you may have a remedy by the processes of the Board,",premise,logos,,
574,4,but you cannot have both in these circumstances,NA,NA,,
575,4,"If you think that a strike is an efficacious remedy for your problem, you may go ahead and strike",claim,evaluation-rational,,
576,4,We don't condemn your action,claim,evaluation-rational,,
577,4,We say not a word about it being unlawful,premise,logos-pathos,,
578,4,We don't make it an unfair labor practice,claim,evaluation-rational,,
579,4,"Nobody consents you,",NA,NA,,
580,4,but you can't go to the Board,NA,NA,,
581,4,You can't ride the two horses at once,premise,logos,,
582,4,"If your strike interferes with renegotiation, however, and you have -- and your strike was the wrong remedy, we will leave you precisely where we found you",premise,logos-pathos,,
583,4,"We will not, again, put you in a position to resort to the remedy which you thought was so slow or inefficacious that you disregarded it in favor of a strike",claim,evaluation-rational,,
584,4,"In other words, you may follow the ways of peace and, if you do, you have your full rights before the Board",premise,logos-pathos,,
585,4,"On the other hand, you may disrupt negotiation",claim,evaluation-rational,,
586,4,"And, that refers not only to the incumbent bargaining union,",NA,NA,,
587,4,"but to the contesters, to the other unions, to political factions within the incumbent union, to anyone who, for his own designs and for his own purposes, whether or not those designs and purposes accord with those of the incumbent union, loses the remedy",premise,logos,,
588,4,It would have its choice,claim,evaluation-rational,,
589,4,Still it -- it would still have its choice between the strike and the Board remedy,claim,evaluation-rational,,
590,4,"The --
-- the -- your statement -- Your Honor's statement, of course with the facts of this case, the unfair labor practices or the both of them",premise,logos-pathos,,
591,4,"because they brought them in --
-- after the service of the notice",premise,logos-pathos,,
592,4,That's right,claim,evaluation-rational,,
593,4,If they -- they have the election to strike or to accept the Board remedy,premise,logos,,
594,4,"Oh no, sir",premise,logos-pathos,,
595,4,"I -- you --
-- misunderstood me then",NA,NA,,
596,4,Oh I -- I see what you mean,NA,NA,,
597,4,"No, you did not misunderstand me",claim,evaluation-rational,,
598,4,"Before this notice is given, --
-- an unfair labor practice strike --
-- may be remedied by the Board",premise,logos-pathos,,
599,4,"And, it may also exist as a strike",premise,logos,,
600,4,"In other words, --
-- the Union has the full panoply of war material, shall we say",NA,NA,,
601,4,"It has two lawful choices --
-- prior to the service of the notice",premise,logos-pathos,,
602,4,"Well, it -- it has -- it still has its election",premise,logos-pathos,,
603,4,"But, now, its election is conditioned on a forfeiture of its right --
-- to --
Yes -- no, its choice now becomes restricted",premise,logos-pathos,,
604,4,It cannot do both,claim,interpretation,,
605,4,"It may resort to --
-- only to the Board, if it wishes to resort to the Board",premise,logos,,
606,4,"If it resorts to the strike, it may not thereafter resort to the Board",premise,logos-pathos,,
607,4,Let us -- let me make this observation in answer to that,NA,NA,,
608,4,"There is distinct evidence that this is one of two sections of the Taft-Hartley Act which was enacted not for the protection of the employer, nor for the protection of the employee, nor for the protection of the union,",premise,logos,,
609,4,but for the protection of the public,NA,NA,,
610,4,"Senator Ball, one of the sponsors of the Act that's admitted by opposition, as a matter of fact, they originally lean on him, said -- identified this as one of two such provisions, the other one being the national emergency provision",premise,logos-pathos,,
611,4,"Now, from that view point, what is Congress interested in?
Congress is interested in a smooth renegotiation of contracts",claim,evaluation-rational,,
612,4,"It's not taking the narrow view of equity between employer and employee, or between union and employee",claim,evaluation-rational,,
613,4,It's taken the view point that all interfering strikes should be controlled during this period,claim,evaluation-rational,,
614,4,"That is so, sir,",NA,NA,,
615,4,but this is a specific application of it,NA,NA,,
616,4,I think -- I think that Congress had a bit more confidence in the Board than Your Honor's question implies,claim,interpretation,,
617,4,"That is right, sir,",NA,NA,,
618,4,"but this Court has, only within the last term and I think on two occasions, rather than one, rejected a rather well founded argument that was brought up based upon jurisdiction acquired as a result of the procedural delays of some other body",premise,logos,,
619,4,"If I recall the Garner case, they came up here with one of the judges of the Pennsylvania Court thinking that the Garner brothers had no adequate remedy by reason of the length of time that it took a proceeding to go through the various stages which such a proceeding goes through with the Board which, incidentally, were about the same as they are here, I believe",NA,NA,,
620,4,"This Court, in deciding the Garner case, didn't even take notice of that objection",premise,logos-pathos,,
621,4,"And, I think, rather recently, I don't recall the case you have",claim,evaluation-rational,,
622,4,"We objected the argument expressly, as it was presented in another case",claim,evaluation-rational,,
623,4,"It might have been the Western council, although I'm not quite sure now",premise,logos,,
624,4,"Let me reemphasize, in the minute or two that I have remaining, that what Congress was trying to achieve here was, as Your Honor put it, industrial peace during this renegotiation period which is a critical period",premise,logos,,
625,4,"Now, you do not achieve industrial peace simply by commanding two people to bargain",claim,interpretation,,
626,4,You must do more than that,claim,evaluation-rational,,
627,4,You must prevent any interfering force which may be applied,claim,evaluation-emotional,,
628,4,"If a third-party, not a party to the contract at all, comes in and says, “We want something else than is being bargained for",premise,logos-pathos,,
629,4,"We will strike together,” the actions of that party must be controlled",premise,logos,,
630,4,"How can the parties who are suppose to bargain continue to bargain if the plants about which they are bargaining are on strike for any reason?
Let me remind --
-- Your Honor that a union, as such, has no rights under this Act",NA,NA,,
631,4,What Acts -- what rights it has under the theory of this Act in its predecessor and of the Railway Labor Act are not the rights of the union,premise,logos,,
632,4,but the right of the employee,NA,NA,,
633,4,They are completely derivative and dependent upon their existence,premise,logos-pathos,,
634,4,"Rather, they depend completely upon the will of the individual employee",premise,logos-pathos,,
635,4,"Now, the will of the individual employee may quite -- may well, it is true, be swayed even by an employer today, strange as that may seem",premise,logos-pathos,,
636,4,"But, Congress, in enacting this Act, it seems to me, decided to subordinate certain of the protections and its right apparent on the face of the enactment which it had previously given in order to achieve industrial peace during the critical time of renegotiation",premise,logos-pathos,,
637,4,"And, I think that the breath of this language we have before us today completely supports such a purpose on the part of Congress",claim,interpretation,,
638,4,I see I'm not going to be able to get to my -- rest of my argument,claim,evaluation-rational,,
639,4,"Well, I'm not going to be able to cover the -- I'd -- I'd sooner hold that --
I can't --
-- possibly cover the contract points in five minutes",NA,NA,,
640,4,I can't add very much to what Mr,claim,interpretation,,
641,4,Manoli said in answer to Mr,premise,pathos,,
642,4,Justice Black's question,claim,evaluation-rational,,
643,4,"As far as I know, the bill was originally reported, the language originally appeared in S",premise,logos,,
644,4,1126 as it was reported by the Senate Committee on Education and Labor to the body,premise,logos,,
645,4,"In that form, it was a second proviso clause, that is, the section first to find what collective bargaining was generally",premise,logos,,
646,4,"Then, it says “provided that where there is a contract, these obligations follow,” and then, at the tail end, in the same position that it is now, it said “provided, further, that any employee who strikes during this period shall fall from the status,” using substantially the words of their mouth",NA,NA,,
647,4,"As it was report --
It was offered in the Senate by -- it was a committee bill as originally offered in the Senate",premise,logos,,
648,4,I do not know whether it appeared in any of the antecedent bills which went into the makeup of 1126,premise,logos,,
649,4,"I would like also to comment a moment on, perhaps a little differing concept evoked by Mr",claim,evaluation-rational,,
650,4,Justice Frankfurter's question to Mr,claim,evaluation-rational,,
651,4,"Manoli, concerning the relationship between the contract issue and the loss of status issue",premise,logos-pathos,,
652,4,"I would think that the logical way for this Court to approach the problem would be to consider, first, the loss of status issue because, apparently, that goes to the jurisdiction of the Board",claim,evaluation-rational,,
653,4,"If there are no employees, the Board has no jurisdiction to entertain a proceeding, and the effect of this loss of status clause is to rob these men of whatever status they had as employees",premise,logos,,
654,4,I would think that it was rather an absurdity to have the National Labor Relations Board conduct a proceeding to determine whether there were unfair labor practices in order to determine whether or not it had jurisdiction to determine whether there were unfair labor practices,claim,evaluation-rational,,
655,4,"I would like to say, further, concerning my little passages arms with the Chief Justice, that the arguments used by the Chief Justice were the arguments used in some part by the minority in attacking this piece of legislation in both Houses",claim,evaluation-rational,,
656,4,I am told by my opponents that the use of minority members are no criterion of what the intent of the legislation is,claim,evaluation-rational,,
657,4,I merely mention that,claim,evaluation-rational,,
658,4,I think it was appropriate that those arguments were used on the other side of the street,claim,evaluation-emotional,,
659,4,"I think it has no bearing, perhaps, as they say, on the construction of the statute that such arguments exist",claim,evaluation-rational,,
660,4,"One other thing, again adverting to a notion of Mr",claim,evaluation-rational,,
661,4,"Justice Frankfurter's, expressed in the questioning is the odd mixture of motivations which the Board must unravel in any one of these cases",claim,interpretation,,
662,4,"Now, ordinarily, when you think of unfair labor practices in this connotation, you think of somebody being fired over an issue of discrimination, and that's the simply way",premise,logos-pathos,,
663,4,"But, it isn't always the simple way in which an unfair labor practice is -- an unfair labor practice occurs",claim,evaluation-rational,,
664,4,because one of the unfair labor practices is refusal to bargain,premise,logos-pathos,,
665,4,"Let us say, the fact situation -- the fact situation based on England -- on Inland Steel case is assumed",claim,evaluation-rational,,
666,4,"There, the union came in and asked for a pension",premise,logos-pathos,,
667,4,"The employer said, “Well, we will bargain with you on all other demands",premise,logos-pathos,,
668,4,but we will not bargain with you on your pension,NA,NA,,
669,4,We think that is not a bargainable issue,claim,evaluation-rational,,
670,4,We're not required to bargain under it,claim,evaluation-rational,,
671,4,”,NA,NA,,
672,5,We'll hear argument next in No,premise,logos,,
673,5,"87-746, Michael H",NA,NA,,
674,5,and Victoria D,NA,NA,,
675,5,v,NA,NA,,
676,5,Gerald D,claim,interpretation,,
677,5,Mr,NA,NA,,
678,5,"Boraks, you may proceed whenever you're ready",premise,logos-pathos,,
679,5,"This was while the mother was married to Gerald, right?
They have never been divorced?
So any time a wife has a child by somebody other than the husband it kind of becomes a menage a trois?
The lover is introduced into the structural relationship of the marriage",premise,logos,,
680,5,"Well, with one, one week, you said, would be enough",claim,agreement,,
681,5,"But it would be, it would be a factual determination in every case",claim,evaluation-rational,,
682,5,"I mean, if you can't tell, if it's strictly a question of, you know, how does it grab you, the state can't lay down any rule",claim,evaluation-rational,,
683,5,"It's got to have a hearing every time this happens, and the lover-father wants to get in the act",premise,logos,,
684,5,"Well,",NA,NA,,
685,5,but that's tautological,NA,NA,,
686,5,"Well, what, what relationship does qualify for a liberty interest?
Well, what if, what if the natural father comes over to the house and says, I want to see my natural father, the husband says, get out of here",NA,NA,,
687,5,"Now, is the natural father entitled to pursue that relationship even though the husband does not want him to?
--Thank you, Mr",NA,NA,,
688,5,Boraks,claim,interpretation,,
689,5,"We'll hear now from you, Mr",NA,NA,,
690,5,Hoffman,claim,agreement,,
691,5,"And that's true even though the mother was married at all times to someone else?
How many votes in the Supreme Court of California does it take to decertify an opinion of the Court of Appeals?
Well, it can't even be published, can it?
Well, it doesn't appear in the CA report",NA,NA,,
692,5,So in effect its application depends to a certain extent on the position the mother takes,claim,interpretation,,
693,5,And that's where the presumption applies,claim,interpretation,,
694,5,"Thank you, Mr",NA,NA,,
695,5,Hoffman,claim,agreement,,
696,5,Mr,NA,NA,,
697,5,"Boraks, you have four minutes remaining",premise,logos-pathos,,
698,5,"Thank you, Mr",NA,NA,,
699,5,Boraks,claim,interpretation,,
700,5,The case is submitted,premise,logos,,
701,6,Mr,NA,NA,,
702,6,"Chief Justice, and may it please the Court:
The questions posed to Mr",NA,NA,,
703,6,Jenkins and Mr,NA,NA,,
704,6,"Avila suggest what the State would have suggested independently, which is that the context of this proceeding is a very important focus as well as the scope of a covered jurisdiction once it's determined, by virtue of the statutory formula, that a jurisdiction must seek preclearance of voting changes",premise,logos,,
705,6,"The nature of this case, as Justice Souter has suggested, is a complaint for declaratory and injunctive relief",premise,logos,,
706,6,"It's called a coverage case under section 5, and the only inquiry in these cases is whether there is a covered jurisdiction, if so, whether that jurisdiction is enacting or seeking to administer a new change which it has initiated affecting voting rights, and then the third question is, did they first obtain the requisite preclearance?
So in that sense",NA,NA,,
707,6,in our briefs we use the word technical,claim,interpretation,,
708,6,"I understand that that's a confusing, perhaps a misnomer,",claim,evaluation-rational,,
709,6,but it is a procedural question of whether or not they've done the requisite steps to get Federal approval before implementing something that a covered jurisdiction has initiated,claim,evaluation-rational,,
710,6,That is the common remedy,claim,evaluation-rational,,
711,6,"It's a declaration that--
--Nothing more",NA,NA,,
712,6,Certainly on this complaint,premise,logos-pathos,,
713,6,"Well, in Clark v",NA,NA,,
714,6,Roemer this Court very strongly suggested that that may be the case,claim,evaluation-emotional,,
715,6,In most cases the elections must be enjoined,claim,evaluation-rational,,
716,6,"This Court--
--Well, for several reasons we don't believe the elections should have been enjoined here",premise,logos,,
717,6,Under Clark v,NA,NA,,
718,6,"Roemer this Court said that there may be extraordinary circumstances in which an injunction would not be appropriate, and it gave an example, which is one in which the action was filed at the eleventh hour, the election processes were already well-advanced, and that there were equitable reasons why the elections should be permitted to go forward",premise,logos,,
719,6,"Here, the complaint was filed in 1991, and it was challenging 1968 through 1983 ordinances",premise,logos,,
720,6,In Clark the Court made the point that there was no showing that the plaintiffs were not diligent,premise,logos,,
721,6,"Here, I suggest that quite the opposite fact is true",claim,interpretation,,
722,6,"Furthermore, as the Court has pointed out, there have been intervening State actions",premise,logos,,
723,6,"The State is not a covered jurisdiction, and the State has",premise,logos,,
724,6,"for one thing, the people through an initiative measure have eliminated justice courts altogether",premise,logos,,
725,6,"The State has also enacted statutes, particularly Government Code section 73560, which state as a matter of State law what the municipal court district is in Monterey County, and--
--Yes",premise,logos,,
726,6,The State,claim,interpretation,,
727,6,"the State is not--
--Well, I believe that",claim,interpretation,,
728,6,"Justice Stevens, I believe that addresses informal as opposed to formal actions by a covered jurisdiction",premise,logos,,
729,6,"The covered jurisdiction may initiate by promulgating a regulation if it's a county--
--Exactly",premise,logos,,
730,6,"There's always the remedy, and several members of this Court have suggested this, there's always the remedy of proceeding under section 2, or the Fourteenth Amendment",premise,logos-pathos,,
731,6,"If it--
--Well, with respect, Justice Souter, I don't think it defeats the purpose of section 5",NA,NA,,
732,6,"Section--
--That is our position",NA,NA,,
733,6,"I agree with that, too",claim,agreement,,
734,6,"I just took from the tone of the question--
--Well, of course there is",NA,NA,,
735,6,"The citizens within the covered jurisdiction are still protected against any action of that identified jurisdiction,",premise,logos-pathos,,
736,6,"but the fact that another governmental entity has made some change within its sovereign power that has some effect upon voting rights--
--It's true that the Secretary of State's Office for the State of California does submit on occasion",premise,logos-pathos,,
737,6,"I don't think it's absolutely every time,",claim,interpretation,,
738,6,"but it does submit regularly State statutes and enactments for preclearance,",premise,logos,,
739,6,"but this Court has never held, and it's been our position throughout this case, to answer your question, that the State is not a covered jurisdiction, and",NA,NA,,
740,6,therefore its enactments do not require preclearance,claim,interpretation,,
741,6,"It has, Your Honor",premise,logos-pathos,,
742,6,"The Court is probably aware--
--That is exactly what has happened, and also--
--There's a Department of Justice regulation",premise,logos,,
743,6,I believe it's section 51,claim,interpretation,,
744,6,23 of 28 Code of Federal Regulations,premise,logos,,
745,6,"which suggests that States have that requirement, and in an abundance of caution the Secretary of State's Office has, as a general matter, attempted to obtain preclearance,",premise,logos,,
746,6,"but this Court has never held that such preclearance is required of an uncovered jurisdiction, and I would suggest that it's a very grave incursion into principles of federalism to do so",NA,NA,,
747,6,"The--
--Yes",NA,NA,,
748,6,"It's various consolidation ordinances--
--No",premise,logos,,
749,6,"State law permitted the counties to adopt--
--No, although there's some confusion on the record in that respect",premise,logos-pathos,,
750,6,"The county through its counsel in its initial motion to dismiss early on in the case, before we were involved at all, indicated that it required legislative permission in advance, and the--
--I think that's right, that the legislative--
--No, I believe they are, Justice O'Connor,",NA,NA,,
751,6,because we,NA,NA,,
752,6,"the State is now, as you know, a defendant party",premise,logos,,
753,6,"It was made a party for the first time as part of the order that's now on appeal here, and we have argued that",NA,NA,,
754,6,"because the countywide elections are conducted pursuant to State law, that there's no place for a section 5 proceeding here, the reason being that when the Court in South Carolina--
--Oh, I see, Your Honor",NA,NA,,
755,6,I misunderstood your question,claim,evaluation-rational,,
756,6,"At the time the ordinances were passed, the county had the discretion--
--to design the district--
--But at the time the lawsuit was filed, there was on the books a State statute indicating that the Monterey County Municipal Court District is the entirety of Monterey County",premise,logos,,
757,6,that's section 73560 of the Government Code,premise,logos,,
758,6,"and there was this change in the State's constitution, Article VI, section 5, which said that there may no longer be Statewide--
--No,",NA,NA,,
759,6,"but the point is--
--that at the time they filed it, 20 years after the first of these ordinances, things had changed considerably, and the State during that intervening period had dictated what the Monterey County Municipal Justice--
--Because--
--Our arguments go to whether preclearance is required",NA,NA,,
760,6,"They go first of all to whether a statute enacted by a jurisdiction that has not come within the covered formula is nevertheless subject to preclearance--
--Right",premise,logos,,
761,6,The issue is still open in the district court,premise,logos,,
762,6,"The district court's order that is under appeal here specifically says, now that the State has been made a defendant on this day, November 1, 1995, it shall have the opportunity to raise defenses--
--Your Honor, that would have been fine",premise,logos,,
763,6,We would dispute that an injunction should be put into effect until the court is certain that there is in fact a preclearance requirement that was not met,claim,evaluation-rational,,
764,6,That remains an open question,claim,evaluation-rational,,
765,6,"As the Court said in its November order, the State may have this case dismissed on the basis that preclearance is not required",premise,logos-pathos,,
766,6,"But your point, Your Honor, about the status quo is very important,",claim,agreement,,
767,6,"because had the plaintiffs and the Department of Justice been content to have an injunction preventing these countywide elections pending preclearance, that would have been fine",premise,logos-pathos,,
768,6,That would have been what Clark says to do,premise,logos,,
769,6,"They instead urged the court, and the court ultimately did their bidding, to fashion a new order, a remedial order",premise,logos-pathos,,
770,6,We cannot,claim,interpretation,,
771,6,No,claim,agreement,,
772,6,"As Justice O'Connor pointed out, this proceeding is simply to determine whether an enactment is subject to preclearance",claim,evaluation-rational,,
773,6,"Preclearance encompasses not just enactments that harm minority voting rights, it encompasses neutral enactments, and it encompasses enactments that greatly enhance minority rights",claim,interpretation,,
774,6,"Any of those kinds of actions have to be precleared before they can be implemented, so at this point the mere fact that the court found that this consolidation had to be precleared says nothing about whether there's any substantive harm",premise,logos,,
775,6,And,NA,NA,,
776,6,"because there's no substantive harm yet proven or established and because, as Justice Souter pointed out, there's no constitutional or section 2 challenge filed, there's no parallel case, as there was in Allen and Clark and Morse, where the constitutionality of the practices are being challenged, there is",premise,logos,,
777,6,the court has no basis upon which to fashion any remedial order,claim,evaluation-rational,,
778,6,Yes,claim,agreement,,
779,6,"They stipulated that they were unable to--
--Well, I'm not sure it does, Justice Stevens,",NA,NA,,
780,6,because the district court,premise,logos-pathos,,
781,6,"this Court has held, in defining the different kinds of actions that may be brought under the Voting Rights Act, it has specifically said that a coverage case such as this, where the only question was coverage, has no jurisdiction to determine either retrogression, which is expressly limited to the District of Columbia courts, or constitutional violations",premise,logos,,
782,6,They are all beside the point,claim,interpretation,,
783,6,"As part of these interim orders that they urged the court to order, to direct, the parties stipulated",premise,logos-pathos,,
784,6,"not the State, certainly,",NA,NA,,
785,6,"but the parties then existing, stipulated that the county was unable to establish that the ordinances, that several of the ordinances, it wasn't specific, were not retrogressive in that they may have had--
--Yes, of proving that several of them were not, and that was all they stipulated",premise,logos-pathos,,
786,6,There was no,premise,logos,,
787,6,"normally in the District of Columbia court, if there's a determination of retrogression the court gives some guidance about what it is that's a problem, and perhaps how it can be remedied",premise,logos,,
788,6,"Here, we don't know which, if any consolidated--
--That is irrelevant, Your Honor",premise,logos-pathos,,
789,6,Yes,claim,agreement,,
790,6,Yes,claim,agreement,,
791,6,And that's the normal remedy,claim,evaluation-rational,,
792,6,"I believe that's what this Court said in--
--Absent extraordinary circumstances that seems to be the limits of this coverage case court's remedial authority",claim,evaluation-rational,,
793,6,"Now, here in particular, we would argue that the court did not need to enjoin then",claim,evaluation-rational,,
794,6,"For one thing, as we say, the question of whether preclearance was required is now reopened,",premise,logos,,
795,6,"because the State is now a defendant, and can argue that the State is not subject to preclearance, and that these elections are conducted pursuant to State law at this late date",premise,logos,,
796,6,"Secondly, that Clark says that there may be extraordinary circumstances which could come into play",premise,logos,,
797,6,"As we pointed out, there was no diligence here",claim,interpretation,,
798,6,The process,claim,interpretation,,
799,6,"not in the sense that it was at the eleventh hour and that primaries were going to be held the next day,",premise,logos,,
800,6,"but in the sense that the State has,",NA,NA,,
801,6,"since these ordinances, dictated how municipal court elections shall be conducted, those have come to play",premise,logos,,
802,6,"Secondly,--
--No",NA,NA,,
803,6,It's relevant,claim,evaluation-rational,,
804,6,"because a noncovered jurisdiction has some substantial say if not dispositive say in the elections as they're--
--Well, it's the fact that they waited 20 years, permitted a great deal of time in which the State took several actions with respect to justice and municipal courts in Monterey County, so their diligence",premise,logos-pathos,,
805,6,"had they filed this action immediately after passage of the first ordinance, or the second, or the third, and taken issue with it at the time, then an injunction would have been against the county, I suppose, at least much more clearly",NA,NA,,
806,6,"Now, the State has developed law, including the initiative voted by the entire population of the State, to eliminate justice courts, and that is in the midst",premise,logos,,
807,6,one point to be made about how much the State is involved here is to look at the remedy which they have sought here,claim,interpretation,,
808,6,They didn't seek an injunction that would put the status quo,premise,logos,,
809,6,"that is, the 1968 system",claim,interpretation,,
810,6,back in effect,claim,evaluation-rational,,
811,6,"They sought an affirmative remedial order by the court which, among other things, annulled or suspended State laws",premise,logos-pathos,,
812,6,"It annulled or suspended--
--Actually, Your Honor, the State interest is not in having countywide jurisdiction",premise,logos-pathos,,
813,6,Mr,NA,NA,,
814,6,"Avila was correct that there are municipal courts that are less than county,",claim,evaluation-rational,,
815,6,"but the underlying State interest is very much that every voting citizen within a judicial district is entitled to vote for the judges of that district, and that was thrown out the window by the interim plan",premise,logos,,
816,6,"Similarly, there's a State interest, constitutional in nature, that no city shall be split in a municipal court district",premise,logos,,
817,6,That was thrown out the window,premise,pathos,,
818,6,"But that's even worse, Your Honor, than dividing it into--
--Yes, and we of course disagree to the extent that it belittled the State's interest",premise,logos-pathos,,
819,6,"But the point is, there are constitutional",claim,interpretation,,
820,6,constitutional provisions that were in existence before even Monterey County became a covered jurisdiction,premise,logos,,
821,6,"These are 1966, the most recent enactments of Article VI, section 5, and Article VI, section 16",premise,logos,,
822,6,They're 1966,premise,logos,,
823,6,"Even if the State were a covered jurisdiction, a coverage question would have to find that those enactments are not subject--
--That",claim,evaluation-rational,,
824,6,"yes, Justice Stevens, that in combination with the fact that the interim remedy",NA,NA,,
825,6,and I always put it in quotes,NA,NA,,
826,6,"was issued in the first place,",NA,NA,,
827,6,"because I believe that Miller--
--Well, that's correct, on the basis that it was",premise,logos-pathos,,
828,6,"substantial questions about its--
--constitutionality came into play",premise,logos-pathos,,
829,6,"Well, the court didn't say there was a Miller violation",premise,logos-pathos,,
830,6,"But I don't see how it could come to any other conclusion, Your Honor",NA,NA,,
831,6,But let me say that the mix,NA,NA,,
832,6,what we've been talking about is a normal section 5 coverage case where the only question is whether a statute enactment or informal something that a covered jurisdiction seeks to administer requires preclearance and hasn't yet had it,claim,evaluation-rational,,
833,6,But when the court decided,NA,NA,,
834,6,"it was very ill-advised, we believe beyond its jurisdiction,",premise,logos-pathos,,
835,6,"but it decided to redesign, reconfigure the county court system in Monterey and to suspend or annual State laws and State constitutional provisions",premise,logos,,
836,6,It then had another order,claim,evaluation-rational,,
837,6,"That changed the mix entirely, and we submit that the court then had jurisdiction to correct its own error, to eliminate this unconstitutional or substantially unconstitutional order and to put things back where they were",premise,logos-pathos,,
838,6,The court was trying to return to the status quo,premise,logos-pathos,,
839,6,"That's why we believe it ordered that there be a one-time countywide election,",premise,logos,,
840,6,because when the case first came to this court the judges on the Monterey County Municipal Court had been elected countywide,premise,logos,,
841,6,The court changed that,claim,evaluation-rational,,
842,6,"It changed it in a race-based fashion that it was inappropriate to do and the court's November order points out, we don't accept the retrogression stipulation, meaning we now recognize that that's not our domain, it's for the district court in the District of Columbia, and we're not the section 2 court, meaning all these stipulations--
--The district court did say that Miller draws into question whether any reliance on race may be invalid,",premise,logos,,
843,6,but it didn't go that far,NA,NA,,
844,6,"Your Honor, I think the sentence that the court",premise,logos-pathos,,
845,6,"that you're citing in the court's decision is certainly subject to some scrutiny and clarification,",claim,evaluation-rational,,
846,6,but that was not necessary to the Court's decision here,NA,NA,,
847,6,"In normal cases, including Miller and Shaw, the Court asks about the constitutionality of districting in a context where districting is the normal procedure, and there are normal districting principles",premise,logos,,
848,6,"the decennial reapportionments, for instance",premise,logos-pathos,,
849,6,"In this case, the traditional districting principle as far as dividing any judicial district in California is, we don't do it",claim,evaluation-rational,,
850,6,We do not do it,claim,evaluation-rational,,
851,6,Yes,claim,agreement,,
852,6,"My point is that the traditional districting principles, as that phrase is normally used in decennial reapportionments, doesn't apply here",claim,evaluation-rational,,
853,6,The districting principles that apply here,claim,evaluation-rational,,
854,6,"districts are designed for administrative convenience in the justice courts, so the notion of it, maybe",premise,logos,,
855,6,"maybe in a hearing they could prove that it was contiguous, so what?
Except, Your Honor, that I think the court's most recent order, the November order, was an attempt to correct what it had unfortunately messed up initially",NA,NA,,
856,6,"The court should not have issued the December 1994 order, which injected race, divided the county, it gave 10 percent of the voters within a judicial district the right and power to elect a judge that is sitting over the whole district--
--Well,",premise,logos,,
857,6,"but that would then be the status quo, as the Court has used it",NA,NA,,
858,6,That would be what was left,premise,logos,,
859,6,That's the trouble,premise,logos-pathos,,
860,6,The court's effort was to correct that and bring things back the way they were initially,claim,evaluation-rational,,
861,6,I think that was laudable,premise,pathos,,
862,6,"Well, the court has not expressly stated that it's remedy, its '94 remedy was unconstitutional,",premise,logos-pathos,,
